"","V1","FFL","No_FFL","Pos_pos","Pos_mixt","Pos_neg","Neg_pos","Neg_mixt","Neg_neg","Mixt_pos","Mixt_mixt_hom","Mixt_mixt_het","Mixt_neg"
"1","ydcZ",0,1,0,0,0,0,0,0,0,0,0,0
"2","yhbW",1,0,0.333333333333333,0,0,0.333333333333333,0,0,0.333333333333333,0,0,0
"3","yhiM",1,0,0.217391304347826,0.347826086956522,0.0434782608695652,0.0869565217391304,0.0869565217391304,0.0434782608695652,0.0434782608695652,0.130434782608696,0,0
"4","yibQ",0,1,0,0,0,0,0,0,0,0,0,0
"5","rutE",1,0,0.428571428571429,0.571428571428571,0,0,0,0,0,0,0,0
"6","mdtC",1,0,1,0,0,0,0,0,0,0,0,0
"7","rsxE",0,1,0,0,0,0,0,0,0,0,0,0
"8","cusR",1,0,0,0,0,1,0,0,0,0,0,0
"9","ydiP",0,1,0,0,0,0,0,0,0,0,0,0
"10","hybG",1,0,0,0,1,0,0,0,0,0,0,0
"11","ycgM",0,1,0,0,0,0,0,0,0,0,0,0
"12","ulaC",1,0,0,0.2,0.2,0,0.4,0.2,0,0,0,0
"13","yoaB",0,1,0,0,0,0,0,0,0,0,0,0
"14","ydjA",0,1,0,0,0,0,0,0,0,0,0,0
"15","rcsB",0,1,0,0,0,0,0,0,0,0,0,0
"16","prpC",1,0,0.75,0,0,0,0.25,0,0,0,0,0
"17","trmA",1,0,1,0,0,0,0,0,0,0,0,0
"18","csrD",0,1,0,0,0,0,0,0,0,0,0,0
"19","zraR",1,0,1,0,0,0,0,0,0,0,0,0
"20","metJ",0,1,0,0,0,0,0,0,0,0,0,0
"21","speC",1,0,0,1,0,0,0,0,0,0,0,0
"22","uhpB",0,1,0,0,0,0,0,0,0,0,0,0
"23","fepG",0,1,0,0,0,0,0,0,0,0,0,0
"24","pck",1,0,1,0,0,0,0,0,0,0,0,0
"25","ybhG",0,1,0,0,0,0,0,0,0,0,0,0
"26","yieP",0,1,0,0,0,0,0,0,0,0,0,0
"27","grpE",1,0,1,0,0,0,0,0,0,0,0,0
"28","pgl",0,1,0,0,0,0,0,0,0,0,0,0
"29","pepD",1,0,0,0,0.333333333333333,0,0,0.666666666666667,0,0,0,0
"30","nrdI",1,0,0,0.666666666666667,0.333333333333333,0,0,0,0,0,0,0
"31","mdtF",1,0,0.347826086956522,0.217391304347826,0.0326086956521739,0.173913043478261,0.0326086956521739,0,0.0978260869565217,0.0217391304347826,0.0652173913043478,0.0108695652173913
"32","hypD",1,0,0.5,0,0,0.166666666666667,0,0,0.333333333333333,0,0,0
"33","cyoE",1,0,0.146341463414634,0.487804878048781,0.170731707317073,0.024390243902439,0.024390243902439,0,0,0.0975609756097561,0.0487804878048781,0
"34","ccmH",1,0,0.205128205128205,0.128205128205128,0,0.461538461538462,0.0769230769230769,0.0256410256410256,0.102564102564103,0,0,0
"35","ssuD",1,0,0.25,0.5,0,0,0,0,0,0.25,0,0
"36","fadE",1,0,0.0909090909090909,0.636363636363636,0.272727272727273,0,0,0,0,0,0,0
"37","gltL",1,0,0.36,0,0,0.64,0,0,0,0,0,0
"38","yncD",0,1,0,0,0,0,0,0,0,0,0,0
"39","moeA",1,0,0.2,0.4,0,0.2,0.2,0,0,0,0,0
"40","kefB",0,1,0,0,0,0,0,0,0,0,0,0
"41","ybjM",0,1,0,0,0,0,0,0,0,0,0,0
"42","hybE",1,0,0,0,1,0,0,0,0,0,0,0
"43","mgsA",0,1,0,0,0,0,0,0,0,0,0,0
"44","yciH",1,0,1,0,0,0,0,0,0,0,0,0
"45","tauC",1,0,0.5,0,0,0,0,0,0.5,0,0,0
"46","mdtI",1,0,0,0,1,0,0,0,0,0,0,0
"47","pykA",1,0,0.25,0,0,0.5,0,0,0.25,0,0,0
"48","yfeD",0,1,0,0,0,0,0,0,0,0,0,0
"49","nrfC",1,0,0.219512195121951,0.121951219512195,0,0.439024390243903,0.024390243902439,0,0.0975609756097561,0,0.0975609756097561,0
"50","ugpC",0,1,0,0,0,0,0,0,0,0,0,0
"51","exuT",1,0,0,0.333333333333333,0,0,0.666666666666667,0,0,0,0,0
"52","envC",0,1,0,0,0,0,0,0,0,0,0,0
"53","folP",0,1,0,0,0,0,0,0,0,0,0,0
"54","agaV",1,0,0,1,0,0,0,0,0,0,0,0
"55","ycdX",0,1,0,0,0,0,0,0,0,0,0,0
"56","bfd",0,1,0,0,0,0,0,0,0,0,0,0
"57","nrdD",1,0,0,0.666666666666667,0.333333333333333,0,0,0,0,0,0,0
"58","recC",1,0,0.3125,0,0,0.6875,0,0,0,0,0,0
"59","dadA",0,1,0,0,0,0,0,0,0,0,0,0
"60","hyaE",1,0,0.233333333333333,0.466666666666667,0.1,0.0333333333333333,0.0333333333333333,0,0.0666666666666667,0.0666666666666667,0,0
"61","yaeP",0,1,0,0,0,0,0,0,0,0,0,0
"62","sanA",0,1,0,0,0,0,0,0,0,0,0,0
"63","mutM",1,0,0,0.75,0.25,0,0,0,0,0,0,0
"64","yiaD",0,1,0,0,0,0,0,0,0,0,0,0
"65","yfcZ",1,0,0,0.666666666666667,0.333333333333333,0,0,0,0,0,0,0
"66","dld",0,1,0,0,0,0,0,0,0,0,0,0
"67","glpK",0,1,0,0,0,0,0,0,0,0,0,0
"68","yjjP",0,1,0,0,0,0,0,0,0,0,0,0
"69","nrdH",1,0,0,0.666666666666667,0.333333333333333,0,0,0,0,0,0,0
"70","selA",0,1,0,0,0,0,0,0,0,0,0,0
"71","cdsA",0,1,0,0,0,0,0,0,0,0,0,0
"72","putP",1,0,0,0,1,0,0,0,0,0,0,0
"73","dmsB",1,0,0,0.263157894736842,0.210526315789474,0,0.157894736842105,0.157894736842105,0,0.105263157894737,0,0.105263157894737
"74","hypC",1,0,0.5,0,0,0.166666666666667,0,0,0.333333333333333,0,0,0
"75","ais",0,1,0,0,0,0,0,0,0,0,0,0
"76","torD",1,0,0,1,0,0,0,0,0,0,0,0
