"","V1","FFL","No_FFL","C_Ho_N","C_Ho_P","C_He_N","C_He_N.1","I_Ho_N","I_Ho_P","I_He_N","I_He_N.1","NP_X"
"1","yjcH",1,0,0.166666666666667,0,0,0,0.166666666666667,0,0,0,0.666666666666667
"2","trpC",1,0,0,0,0,0,0,0,0,0,1
"3","cspB",0,1,0,0,0,0,0,0,0,0,0
"4","ygeY",0,1,0,0,0,0,0,0,0,0,0
"5","hyuA",0,1,0,0,0,0,0,0,0,0,0
"6","xdhD",0,1,0,0,0,0,0,0,0,0,0
"7","flu",1,0,0,0,0,0,0,0,0,0,1
"8","ygfM",0,1,0,0,0,0,0,0,0,0,0
"9","mokA",0,1,0,0,0,0,0,0,0,0,0
"10","ygeX",0,1,0,0,0,0,0,0,0,0,0
"11","cspB",0,1,0,0,0,0,0,0,0,0,0
"12","fimF",1,0,0,0,0,0,0,0.25,0,0,0.75
"13","ygaY",0,1,0,0,0,0,0,0,0,0,0
"14","ttcC",0,1,0,0,0,0,0,0,0,0,0
"15","ompF",1,0,0,0,0,0,0.0714285714285714,0,0,0,0.928571428571428
"16","puuA",1,0,0,0,0,0,0,0,0,0,1
"17","yceK",0,1,0,0,0,0,0,0,0,0,0
"18","uspG",0,1,0,0,0,0,0,0,0,0,0
"19","xanP",0,1,0,0,0,0,0,0,0,0,0
"20","ymdF",0,1,0,0,0,0,0,0,0,0,0
"21","cbpM",1,0,0,0,0,0,0,0,0,0,1
"22","yncL",0,1,0,0,0,0,0,0,0,0,0
"23","cfa",1,0,0,0,0,0,0,0,0,0,1
"24","slp",1,0,0,0.0952380952380952,0,0,0,0,0.0476190476190476,0.0476190476190476,0.80952380952381
"25","dps",1,0,0,0,0,0,0,0.142857142857143,0.142857142857143,0,0.714285714285714
"26","fimA",1,0,0,0,0,0,0,0.25,0,0,0.75
"27","fimC",1,0,0,0,0,0,0,0.25,0,0,0.75
"28","fimI",1,0,0,0,0,0,0,0.25,0,0,0.75
"29","ilvB",1,0,0,0,0,0,0,0,0,0,1
"30","ilvN",1,0,0,0,0,0,0,0,0,0,1
"31","proV",1,0,0,0,0,0,0,0.285714285714286,0,0,0.714285714285714
"32","purM",1,0,0,0,0,0,0,0,0,0,1
"33","yqjD",0,1,0,0,0,0,0,0,0,0,0
"34","srlA",1,0,0,0,0,0,0,0,0,0,1
"35","srlB",1,0,0,0,0,0,0,0,0,0,1
"36","srlD",1,0,0,0,0,0,0,0,0,0,1
"37","srlE",1,0,0,0,0,0,0,0,0,0,1
"38","srlR",1,0,0,0,0,0,0,0,0,0,1
"39","gadE",1,0,0,0.0625,0,0,0,0,0,0,0.9375
"40","tdcE",1,0,0,0.555555555555556,0,0,0,0.222222222222222,0,0,0.222222222222222
"41","purT",1,0,0,0,0,0,0,0,0,0,1
"42","acs",1,0,0.133333333333333,0,0,0,0.133333333333333,0,0,0,0.733333333333333
"43","aroG",1,0,0,0,0,0,0,0,0,0,1
"44","fimA",1,0,0,0,0,0,0,0.25,0,0,0.75
"45","fimC",1,0,0,0,0,0,0,0.25,0,0,0.75
"46","fimI",1,0,0,0,0,0,0,0.25,0,0,0.75
"47","slp",1,0,0,0.0952380952380952,0,0,0,0,0.0476190476190476,0.0476190476190476,0.80952380952381
"48","cspG",0,1,0,0,0,0,0,0,0,0,0
"49","pspA",1,0,0,0,0,0,0,1,0,0,0
"50","pspB",1,0,0,0,0,0,0,1,0,0,0
"51","soxS",1,0,0,0,0,0,0,0,0,0,1
"52","cspI",0,1,0,0,0,0,0,0,0,0,0
"53","yqjE",0,1,0,0,0,0,0,0,0,0,0
"54","msyB",0,1,0,0,0,0,0,0,0,0,0
"55","ydfK",0,1,0,0,0,0,0,0,0,0,0
"56","ytjA",0,1,0,0,0,0,0,0,0,0,0
"57","ynfN",0,1,0,0,0,0,0,0,0,0,0
"58","purE",1,0,0,0,0,0,0,0,0,0,1
"59","ibpB",1,0,0,0.25,0,0,0,0.25,0,0,0.5
"60","yegP",0,1,0,0,0,0,0,0,0,0,0
"61","yghA",0,1,0,0,0,0,0,0,0,0,0
"62","ssnA",1,0,0,0,0,0,0,0,0,0,1
"63","yqjK",0,1,0,0,0,0,0,0,0,0,0
